dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,regist,cnt,casual_lag2,regist_lag2,cnt_lag2,temp_inc,casual_avg_aheadWeek,regist_avg_aheadWeek,cnt_avg_aheadWeek,casual_avg_ahead3days,regist_avg_ahead3days,cnt_avg_ahead3days,casual_avg_aheadMonth,regist_avg_aheadMonth,cnt_avg_aheadMonth,casual_median_LastWeek,regist_median_LastWeek,cnt_median_LastWeek,casual_inc_ratio_monthly,regist_inc_ratio_monthly,cnt_inc_ratio_monthly,casual_inc_ratio_weekly,regist_inc_ratio_weekly,cnt_inc_ratio_weekly,casual_inc_ratio,regist_inc_ratio,cnt_inc_ratio
2011-07-03,3,0,7,0,0,0,2,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,1246.0,4116.0,5362.0,-0.029,1201.286,3936.571,5137.857,941.4,4150.2,5091.6,1027.677,3774.71,4802.387,1027.0,3916.0,5225.0,0.212,0.09,0.117,0.037,0.046,0.044,0.831,-0.425,-0.133
2011-07-04,3,0,7,1,1,0,2,0.726667,0.665417,0.637917,0.08147919999999999,3065,2978,6043,2204.0,2915.0,5119.0,0.014,1261.571,3864.429,5126.0,1211.4,3962.4,5173.8,1082.226,3757.097,4839.323,1027.0,3916.0,5225.0,1.037,-0.224,0.058,0.747,-0.246,-0.001,0.391,0.022,0.181
2011-07-05,3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.12625799999999998,1031,3634,4665,2282.0,2367.0,4649.0,0.028,1313.286,3719.0,5032.286,1521.4,3652.6,5174.0,1132.097,3696.935,4829.032,1027.0,3916.0,5119.0,1.016,-0.36,-0.037,0.738,-0.364,-0.076,-0.548,0.535,0.003
2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,3065.0,2978.0,6043.0,-0.036,1629.143,3593.857,5223.0,1964.8,3372.8,5337.6,1202.0,3650.613,4852.613,1246.0,3916.0,5225.0,1.55,-0.184,0.245,0.881,-0.171,0.157,-0.744,0.291,-0.234
2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,1031.0,3634.0,4665.0,0.042,1671.857,3553.571,5225.429,1965.6,3202.0,5167.6,1174.968,3655.806,4830.774,1246.0,3634.0,5225.0,-0.123,-0.006,-0.034,-0.383,0.023,-0.107,-0.269,0.056,-0.016
2011-07-08,3,0,7,0,5,1,2,0.709167,0.6704829999999999,0.757917,0.225129,692,3348,4040,784.0,3845.0,4629.0,-0.054,1662.714,3477.571,5140.286,1873.2,3147.8,5021.0,1145.903,3675.935,4821.839,1246.0,3634.0,5119.0,-0.316,0.046,-0.04,-0.528,0.106,-0.099,-0.117,-0.129,-0.127
2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.16791199999999998,1988,3348,5336,754.0,3838.0,4592.0,0.034,1623.714,3384.714,5008.429,1583.2,3332.4,4915.6,1148.516,3674.742,4823.258,1246.0,3634.0,4665.0,-0.344,0.044,-0.048,-0.536,0.134,-0.083,1.637,-0.128,0.162
2011-07-10,3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,692.0,3348.0,4040.0,0.019,1544.571,3275.0,4819.571,1265.2,3528.6,4793.8,1146.226,3651.452,4797.677,1031.0,3348.0,4649.0,-0.396,-0.083,-0.158,-0.552,0.022,-0.162,1.519,-0.063,0.208
2011-07-11,3,0,7,0,1,1,1,0.7625,0.729804,0.635833,0.282337,723,3363,4086,1988.0,3348.0,5336.0,0.02,1513.714,3336.857,4850.571,1049.8,3602.6,4652.4,1188.548,3639.29,4827.839,1031.0,3348.0,4649.0,0.673,-0.08,0.105,0.313,0.003,0.1,-0.636,0.004,-0.234
2011-07-12,3,0,7,0,2,1,1,0.794167,0.739275,0.559167,0.200254,662,3596,4258,1743.0,3138.0,4881.0,0.042,1436.714,3447.0,4883.714,1192.2,3503.4,4695.6,1226.613,3632.387,4859.0,1031.0,3348.0,4665.0,0.421,-0.136,0.005,0.213,-0.09,-0.001,-0.62,0.146,-0.128
2011-07-13,3,0,7,0,3,1,1,0.746667,0.689404,0.631667,0.14613299999999999,748,3594,4342,723.0,3363.0,4086.0,-0.06,1102.143,3502.0,4604.143,1180.0,3407.0,4587.0,1223.645,3619.226,4842.871,784.0,3363.0,4629.0,-0.409,-0.071,-0.156,-0.344,-0.04,-0.113,0.035,0.069,0.063
2011-07-14,3,0,7,0,4,1,1,0.680833,0.635104,0.47625,0.24066700000000002,888,4196,5084,662.0,3596.0,4258.0,-0.088,1049.429,3496.571,4546.0,1161.6,3358.6,4520.2,1189.226,3630.806,4820.032,754.0,3363.0,4592.0,-0.443,-0.01,-0.117,-0.369,0.028,-0.063,0.341,0.167,0.194
2011-07-15,3,0,7,0,5,1,1,0.663333,0.624371,0.59125,0.182833,1318,4220,5538,748.0,3594.0,4342.0,-0.026,1044.286,3460.714,4505.0,1172.8,3407.8,4580.6,1166.032,3650.194,4816.226,748.0,3363.0,4342.0,-0.359,-0.015,-0.098,-0.284,0.039,-0.036,0.762,0.174,0.275
2011-07-16,3,0,7,0,6,0,1,0.686667,0.638263,0.585,0.208342,2418,3505,5923,888.0,4196.0,5084.0,0.035,1063.429,3511.857,4575.286,952.8,3577.4,4530.2,1166.839,3651.452,4818.29,748.0,3363.0,4342.0,-0.239,0.149,0.055,-0.165,0.195,0.111,1.723,-0.165,0.165
2011-07-17,3,0,7,0,0,0,1,0.719167,0.669833,0.604167,0.245033,2006,3296,5302,1318.0,4220.0,5538.0,0.047,1152.857,3636.429,4789.286,867.8,3793.8,4661.6,1185.903,3653.258,4839.161,888.0,3594.0,4881.0,0.111,0.155,0.144,0.143,0.16,0.156,0.522,-0.219,-0.043
2011-07-18,3,0,7,0,1,1,1,0.746667,0.703925,0.65125,0.215804,841,3617,4458,2418.0,3505.0,5923.0,0.038,1214.286,3658.857,4873.143,1206.8,3822.2,5029.0,1239.097,3624.032,4863.129,888.0,3594.0,4881.0,0.951,-0.033,0.218,0.991,-0.042,0.215,-0.652,0.032,-0.247
2011-07-19,3,0,7,0,2,1,1,0.776667,0.747479,0.650417,0.1306,752,3789,4541,2006.0,3296.0,5302.0,0.04,1251.857,3681.429,4933.286,1475.6,3762.2,5237.8,1286.226,3626.419,4912.645,888.0,3594.0,5084.0,0.56,-0.091,0.079,0.602,-0.105,0.075,-0.625,0.15,-0.144
2011-07-20,3,0,7,0,3,1,1,0.768333,0.74685,0.707083,0.113817,644,3688,4332,841.0,3617.0,4458.0,-0.011,1268.714,3717.714,4986.429,1494.2,3766.8,5261.0,1285.516,3614.677,4900.194,888.0,3596.0,5084.0,-0.346,0.001,-0.09,-0.337,-0.027,-0.106,-0.234,0.02,-0.028
2011-07-21,3,0,7,0,4,1,2,0.815,0.826371,0.69125,0.222021,632,3152,3784,752.0,3789.0,4541.0,0.061,1281.571,3745.286,5026.857,1467.0,3685.4,5152.4,1251.484,3630.065,4881.548,888.0,3617.0,5084.0,-0.399,0.044,-0.07,-0.413,0.012,-0.097,-0.16,-0.168,-0.167
2011-07-22,3,0,7,0,5,1,1,0.848333,0.8408959999999999,0.580417,0.1331,562,2825,3387,644.0,3688.0,4332.0,0.041,1266.714,3758.714,5025.429,1332.2,3579.0,4911.2,1219.387,3648.871,4868.258,888.0,3688.0,5084.0,-0.472,0.011,-0.11,-0.492,-0.019,-0.138,-0.127,-0.234,-0.218
2011-07-23,3,0,7,0,6,0,1,0.849167,0.804287,0.5,0.131221,987,2298,3285,632.0,3152.0,3784.0,0.001,1230.143,3609.571,4839.714,975.0,3508.4,4483.4,1217.226,3643.742,4860.968,841.0,3617.0,4541.0,-0.481,-0.135,-0.222,-0.486,-0.127,-0.218,0.562,-0.271,-0.132
2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.16917100000000002,1050,2556,3606,562.0,2825.0,3387.0,-0.023,1122.143,3410.286,4532.429,686.2,3414.2,4100.4,1210.387,3603.871,4814.258,752.0,3505.0,4458.0,-0.536,-0.216,-0.296,-0.499,-0.172,-0.253,0.868,-0.095,0.065
2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.09080830000000001,568,3272,3840,987.0,2298.0,3285.0,-0.104,917.714,3237.857,4155.571,715.4,3150.4,3865.8,1220.903,3553.935,4774.839,752.0,3296.0,4332.0,-0.192,-0.353,-0.312,0.075,-0.29,-0.209,-0.425,0.424,0.169
2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,1050.0,2556.0,3606.0,0.038,781.143,3132.143,3913.286,775.0,2903.8,3678.8,1230.71,3505.935,4736.645,752.0,3152.0,3784.0,-0.147,-0.271,-0.239,0.344,-0.184,-0.079,-0.286,0.502,0.273
2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.18346300000000001,755,3901,4656,568.0,3272.0,3840.0,0.004,742.143,3082.857,3825.0,759.8,2820.6,3580.4,1217.774,3481.742,4699.516,644.0,3152.0,3784.0,-0.534,-0.06,-0.183,-0.235,0.061,0.004,0.329,0.192,0.212
2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,750.0,3840.0,4590.0,0.005,741.857,3090.143,3832.0,783.4,2958.2,3741.6,1184.484,3495.29,4679.774,644.0,3152.0,3784.0,-0.367,0.099,-0.019,0.011,0.243,0.198,-0.192,-0.015,-0.044
2011-07-29,3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.17413800000000001,670,3176,3846,755.0,3901.0,4656.0,0.076,757.714,3120.571,3878.286,822.0,3173.4,3995.4,1146.903,3511.935,4658.839,750.0,3152.0,3784.0,-0.342,0.111,-0.001,-0.004,0.25,0.201,-0.113,-0.186,-0.174
2011-07-30,3,0,7,0,6,0,1,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,606.0,3784.0,4390.0,-0.041,754.0,3210.857,3964.857,745.8,3470.6,4216.4,1138.903,3509.677,4648.581,750.0,3272.0,3840.0,-0.468,0.078,-0.056,-0.196,0.179,0.107,1.573,-0.229,0.019
2011-07-31,3,0,7,0,0,0,1,0.805833,0.729796,0.480833,0.16481300000000002,1524,2778,4302,670.0,3176.0,3846.0,0.002,769.429,3261.0,4030.429,669.8,3594.6,4264.4,1136.903,3485.806,4622.71,750.0,3272.0,3846.0,-0.411,-0.089,-0.168,-0.129,-0.026,-0.046,1.275,-0.125,0.119
2011-08-01,3,0,8,0,1,1,1,0.771667,0.703292,0.550833,0.156717,729,3537,4266,1559.0,2916.0,4475.0,-0.042,851.143,3349.286,4200.429,868.0,3523.4,4391.4,1159.839,3438.677,4598.516,750.0,3272.0,4390.0,0.344,-0.152,-0.027,0.832,-0.129,0.065,-0.532,0.213,-0.047
2011-08-02,3,0,8,0,2,1,1,0.783333,0.707071,0.49125,0.20585,801,4044,4845,1524.0,2778.0,4302.0,0.015,918.857,3381.0,4299.857,1022.8,3311.0,4333.8,1175.871,3383.516,4559.387,750.0,3272.0,4390.0,0.296,-0.179,-0.056,0.659,-0.178,0.0,-0.474,0.456,0.126
2011-08-03,3,0,8,0,3,1,2,0.731667,0.679937,0.6575,0.13558299999999998,467,3107,3574,729.0,3537.0,4266.0,-0.066,941.857,3418.857,4360.714,1017.6,3238.2,4255.8,1159.194,3364.839,4524.032,750.0,3537.0,4390.0,-0.371,0.051,-0.057,-0.226,0.035,-0.022,-0.359,-0.122,-0.162
2011-08-04,3,0,8,0,4,1,2,0.71,0.664788,0.7575,0.19715,799,3777,4576,801.0,4044.0,4845.0,-0.03,949.143,3448.0,4397.143,1056.6,3290.2,4346.8,1113.935,3401.258,4515.194,755.0,3537.0,4390.0,-0.281,0.189,0.073,-0.156,0.173,0.102,-0.002,-0.066,-0.056
2011-08-05,3,0,8,0,5,1,1,0.710833,0.656567,0.630833,0.184696,1023,3843,4866,467.0,3107.0,3574.0,0.001,908.0,3334.571,4242.571,1016.0,3276.4,4292.4,1055.387,3425.129,4480.516,729.0,3176.0,4302.0,-0.558,-0.093,-0.202,-0.486,-0.068,-0.158,1.191,0.237,0.361
2011-08-06,3,0,8,0,6,0,2,0.716667,0.676154,0.755,0.22825,1521,2773,4294,799.0,3777.0,4576.0,0.008,935.571,3333.571,4269.143,864.0,3448.6,4312.6,982.29,3450.903,4433.194,799.0,3176.0,4302.0,-0.187,0.094,0.032,-0.146,0.133,0.072,0.904,-0.266,-0.062
2011-08-07,3,0,8,0,0,0,1,0.7425,0.715292,0.7529170000000001,0.201487,1298,2487,3785,1023.0,3843.0,4866.0,0.036,986.0,3428.857,4414.857,763.8,3661.6,4425.4,982.032,3457.645,4439.677,801.0,3537.0,4475.0,0.042,0.111,0.096,0.038,0.121,0.102,0.269,-0.353,-0.222
2011-08-08,3,0,8,0,1,1,1,0.765,0.703283,0.592083,0.192175,846,3480,4326,1521.0,2773.0,4294.0,0.03,980.571,3408.429,4389.0,922.2,3508.8,4431.0,1005.806,3423.065,4428.871,801.0,3537.0,4302.0,0.512,-0.19,-0.03,0.551,-0.186,-0.022,-0.444,0.255,0.007
2011-08-09,3,0,8,0,2,1,1,0.775,0.724121,0.570417,0.151121,907,3695,4602,1298.0,2487.0,3785.0,0.013,948.286,3366.857,4315.143,1021.6,3197.4,4219.0,1023.355,3379.484,4402.839,801.0,3537.0,4294.0,0.268,-0.264,-0.14,0.369,-0.261,-0.123,-0.301,0.486,0.216
2011-08-10,3,0,8,0,3,1,1,0.766667,0.684983,0.424167,0.200258,884,3896,4780,846.0,3480.0,4326.0,-0.011,965.0,3358.714,4323.714,1097.4,3272.0,4369.4,1028.323,3383.742,4412.065,846.0,3480.0,4326.0,-0.177,0.028,-0.02,-0.123,0.036,0.001,0.045,0.12,0.105
2011-08-11,3,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,812,3980,4792,907.0,3695.0,4602.0,-0.064,980.143,3308.857,4289.0,1119.0,3255.6,4374.6,993.452,3394.935,4388.387,907.0,3480.0,4326.0,-0.087,0.088,0.049,-0.075,0.117,0.073,-0.105,0.077,0.041
2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,884.0,3896.0,4780.0,-0.013,1039.714,3421.571,4461.286,1091.2,3266.2,4357.4,965.742,3419.387,4385.129,907.0,3695.0,4576.0,-0.085,0.139,0.09,-0.15,0.139,0.071,0.189,-0.011,0.026
2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,812.0,3980.0,4792.0,-0.032,1041.571,3450.571,4492.143,949.4,3507.6,4457.0,968.613,3439.29,4407.903,907.0,3695.0,4602.0,-0.162,0.157,0.087,-0.22,0.153,0.067,0.852,-0.335,-0.134
2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,1051.0,3854.0,4905.0,-0.013,1045.571,3452.143,4497.714,900.0,3781.0,4681.0,981.161,3447.613,4428.774,907.0,3695.0,4602.0,0.071,0.118,0.108,0.005,0.116,0.091,0.273,-0.356,-0.221
2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,1504.0,2646.0,4150.0,-0.016,1043.143,3434.0,4477.143,1031.6,3614.2,4645.8,1005.548,3417.032,4422.581,907.0,3695.0,4602.0,0.496,-0.226,-0.062,0.442,-0.229,-0.073,-0.485,0.347,0.045
2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.23632899999999998,721,4004,4725,1338.0,2482.0,3820.0,0.053,1048.857,3433.286,4482.143,1117.8,3371.6,4489.4,1020.065,3361.742,4381.806,907.0,3695.0,4602.0,0.312,-0.262,-0.128,0.276,-0.277,-0.148,-0.461,0.613,0.237
2011-08-17,3,0,8,0,3,1,1,0.723333,0.666671,0.575417,0.14366700000000002,668,4026,4694,775.0,3563.0,4338.0,0.032,1038.714,3445.143,4483.857,1096.0,3305.0,4401.0,1002.548,3340.548,4343.097,907.0,3695.0,4602.0,-0.227,0.067,-0.001,-0.254,0.034,-0.033,-0.138,0.13,0.082
2011-08-18,3,0,8,0,4,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,721.0,4004.0,4725.0,-0.016,1012.143,3489.286,4501.429,1077.8,3309.8,4387.6,947.806,3356.645,4304.452,884.0,3854.0,4725.0,-0.239,0.193,0.098,-0.288,0.148,0.05,-0.114,-0.209,-0.195
2011-08-19,3,0,8,0,5,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,668.0,4026.0,4694.0,-0.037,981.286,3507.857,4489.143,1001.2,3344.2,4345.4,904.645,3380.194,4284.839,812.0,3854.0,4694.0,-0.262,0.191,0.095,-0.319,0.148,0.046,0.193,-0.166,-0.115
2011-08-20,3,0,8,0,6,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,639.0,3166.0,3805.0,0.018,956.571,3391.571,4348.143,828.2,3448.2,4276.4,898.129,3365.645,4263.774,775.0,3563.0,4338.0,-0.289,-0.059,-0.108,-0.332,-0.067,-0.125,1.995,0.035,0.364
2011-08-21,3,0,8,0,0,0,1,0.710833,0.675525,0.77,0.248754,1249,2624,3873,797.0,3356.0,4153.0,0.019,920.286,3320.429,4240.714,720.0,3623.0,4343.0,899.581,3351.677,4251.258,775.0,3356.0,4153.0,-0.114,0.001,-0.023,-0.134,0.011,-0.021,0.567,-0.218,-0.067
2011-08-22,3,0,8,0,1,1,1,0.691667,0.638254,0.47,0.27675,833,3925,4758,1914.0,3277.0,5191.0,-0.027,978.857,3410.571,4389.429,947.8,3565.8,4513.6,940.548,3338.419,4278.968,775.0,3356.0,4338.0,1.035,-0.018,0.213,0.955,-0.039,0.183,-0.565,0.198,-0.083
2011-08-23,3,0,8,0,2,1,1,0.640833,0.606067,0.455417,0.146763,1281,4614,5895,1249.0,2624.0,3873.0,-0.073,966.143,3430.857,4397.0,1053.4,3289.8,4343.2,960.452,3321.387,4281.839,775.0,3356.0,4338.0,0.3,-0.21,-0.095,0.293,-0.235,-0.119,0.026,0.758,0.522
2011-08-24,3,0,8,0,3,1,1,0.673333,0.630692,0.605,0.253108,949,4181,5130,833.0,3925.0,4758.0,0.051,974.429,3482.571,4457.0,1086.4,3269.6,4356.0,969.194,3356.871,4326.065,797.0,3356.0,4694.0,-0.141,0.169,0.1,-0.145,0.127,0.068,0.139,0.065,0.078
2011-08-25,3,0,8,0,4,1,2,0.684167,0.645854,0.771667,0.210833,435,3107,3542,1281.0,4614.0,5895.0,0.016,1054.429,3569.714,4624.143,1214.8,3559.2,4774.0,978.677,3431.581,4410.258,833.0,3356.0,4694.0,0.309,0.345,0.337,0.215,0.293,0.275,-0.66,-0.327,-0.399
2011-08-26,3,0,8,0,5,1,1,0.7,0.659733,0.76125,0.0839625,768,3893,4661,949.0,4181.0,5130.0,0.023,1094.571,3591.857,4686.429,1245.2,3724.2,4969.4,975.419,3484.0,4459.419,949.0,3356.0,4758.0,-0.027,0.2,0.15,-0.133,0.164,0.095,-0.191,-0.069,-0.091
2011-08-27,3,0,8,0,6,0,2,0.68,0.635556,0.85,0.37561700000000003,226,889,1115,435.0,3107.0,3542.0,-0.029,1065.429,3583.429,4648.857,949.4,3690.2,4639.6,971.129,3478.677,4449.806,949.0,3356.0,4758.0,-0.552,-0.107,-0.204,-0.592,-0.133,-0.238,-0.48,-0.714,-0.685
2011-08-28,3,0,8,0,0,0,1,0.707059,0.6479590000000001,0.561765,0.304659,1415,2919,4334,768.0,3893.0,4661.0,0.04,1061.286,3660.143,4721.429,853.2,3944.0,4797.2,971.71,3480.387,4452.097,949.0,3893.0,4758.0,-0.21,0.119,0.047,-0.276,0.064,-0.013,0.842,-0.25,-0.07
2011-08-29,3,0,8,0,1,1,1,0.636667,0.607958,0.554583,0.159825,729,3905,4634,226.0,889.0,1115.0,-0.1,820.143,3319.0,4139.143,731.8,3336.8,4068.6,954.645,3383.226,4337.871,833.0,3893.0,4661.0,-0.763,-0.737,-0.743,-0.724,-0.732,-0.731,2.226,3.393,3.156
2011-08-30,3,0,8,0,2,1,1,0.639167,0.594704,0.548333,0.12500799999999998,775,4429,5204,1415.0,2919.0,4334.0,0.004,843.857,3361.143,4205.0,758.6,2997.8,3756.4,980.742,3355.323,4336.065,833.0,3893.0,4661.0,0.443,-0.13,-0.0,0.677,-0.132,0.031,-0.452,0.517,0.201
2011-08-31,3,0,8,0,3,1,1,0.656667,0.611121,0.597917,0.08333330000000001,688,4370,5058,729.0,3905.0,4634.0,0.027,829.0,3358.286,4187.286,714.6,2942.6,3657.2,982.645,3378.839,4361.484,768.0,3893.0,4634.0,-0.258,0.156,0.062,-0.121,0.163,0.107,-0.056,0.119,0.091
2011-09-01,3,0,9,0,4,1,1,0.655,0.614921,0.639167,0.141796,783,4332,5115,775.0,4429.0,5204.0,-0.003,756.714,3331.857,4088.571,782.6,3207.0,3989.6,957.355,3427.645,4385.0,768.0,3893.0,4634.0,-0.19,0.292,0.187,0.024,0.329,0.273,0.01,-0.022,-0.017
2011-09-02,3,0,9,0,5,1,2,0.643333,0.604808,0.727083,0.139929,875,3852,4727,688.0,4370.0,5058.0,-0.018,719.429,3358.857,4078.286,766.6,3302.4,4069.0,930.387,3479.0,4409.387,729.0,3893.0,4634.0,-0.261,0.256,0.147,-0.044,0.301,0.24,0.272,-0.119,-0.065
2011-09-03,3,0,9,0,6,0,1,0.669167,0.633213,0.716667,0.185325,1935,2549,4484,783.0,4332.0,5115.0,0.04,769.143,3533.857,4303.0,878.0,3991.0,4869.0,932.129,3504.645,4436.774,768.0,3905.0,4661.0,-0.16,0.236,0.153,0.018,0.226,0.189,1.471,-0.412,-0.123
2011-09-04,3,0,9,0,0,0,1,0.709167,0.665429,0.742083,0.206467,2521,2419,4940,875.0,3852.0,4727.0,0.06,784.429,3528.0,4312.429,770.0,4177.6,4947.6,934.516,3498.452,4432.968,775.0,3905.0,4727.0,-0.064,0.101,0.066,0.115,0.092,0.096,1.881,-0.372,0.045
2011-09-05,3,0,9,1,1,0,2,0.673333,0.625646,0.790417,0.212696,1236,2115,3351,1935.0,2549.0,4484.0,-0.051,1028.571,3765.143,4793.714,1011.2,3906.4,4917.6,981.871,3480.452,4462.323,783.0,3905.0,4727.0,0.971,-0.268,0.005,0.881,-0.323,-0.065,-0.361,-0.17,-0.253
2011-09-06,3,0,9,0,2,1,3,0.54,0.5152,0.886957,0.343943,204,2506,2710,2521.0,2419.0,4940.0,-0.198,1186.571,3693.714,4880.286,1360.4,3504.4,4864.8,1037.419,3436.645,4474.065,783.0,3905.0,4940.0,1.43,-0.296,0.104,1.125,-0.345,0.012,-0.919,0.036,-0.451
2011-09-07,3,0,9,0,3,1,3,0.599167,0.544229,0.917083,0.0970208,118,1878,1996,1236.0,2115.0,3351.0,0.11,1259.0,3438.0,4697.0,1470.0,3053.4,4523.4,1044.29,3380.903,4425.194,875.0,3852.0,4940.0,0.184,-0.374,-0.243,-0.018,-0.385,-0.287,-0.905,-0.112,-0.404
2011-09-08,3,0,9,0,4,1,3,0.6339130000000001,0.555361,0.939565,0.192748,153,1689,1842,204.0,2506.0,2710.0,0.058,1177.429,3163.286,4340.714,1354.2,2688.2,4042.4,1001.806,3372.29,4374.097,875.0,2549.0,4727.0,-0.796,-0.257,-0.38,-0.827,-0.208,-0.376,-0.25,-0.326,-0.32
2011-09-09,3,0,9,0,5,1,2,0.65,0.578946,0.897917,0.12437899999999999,417,3127,3544,118.0,1878.0,1996.0,0.025,1096.0,2807.286,3903.286,1202.8,2293.4,3496.2,963.742,3352.645,4316.387,875.0,2506.0,4484.0,-0.878,-0.44,-0.538,-0.892,-0.331,-0.489,2.534,0.665,0.776
2011-09-10,3,0,9,0,6,0,1,0.66,0.607962,0.75375,0.153608,1750,3595,5345,153.0,1689.0,1842.0,0.015,1006.0,2429.714,3435.714,846.4,2121.4,2967.8,941.387,3294.871,4236.258,875.0,2419.0,3351.0,-0.837,-0.487,-0.565,-0.848,-0.305,-0.464,10.438,1.128,1.902
2011-09-11,3,0,9,0,0,0,1,0.6533329999999999,0.609229,0.71375,0.11505399999999999,1633,3413,5046,417.0,3127.0,3544.0,-0.01,940.571,2326.143,3266.714,425.6,2263.0,2688.6,925.581,3276.548,4202.129,417.0,2419.0,3351.0,-0.549,-0.046,-0.157,-0.557,0.344,0.085,2.916,0.091,0.424
2011-09-12,3,0,9,0,1,1,1,0.6443479999999999,0.60213,0.692174,0.088913,690,4023,4713,1750.0,3595.0,5345.0,-0.014,914.143,2475.571,3389.714,528.4,2559.0,3087.4,953.516,3266.839,4220.355,417.0,2419.0,3351.0,0.835,0.1,0.266,0.914,0.452,0.577,-0.606,0.119,-0.118
2011-09-13,3,0,9,0,2,1,1,0.650833,0.603554,0.7125,0.14180399999999999,701,4062,4763,1633.0,3413.0,5046.0,0.01,787.286,2617.571,3404.857,814.2,2740.4,3554.6,980.0,3248.548,4228.548,417.0,2506.0,3351.0,0.666,0.051,0.193,1.074,0.304,0.482,-0.571,0.19,-0.056
2011-09-14,3,0,9,0,3,1,1,0.673333,0.6269,0.697083,0.1673,647,4138,4785,690.0,4023.0,4713.0,0.035,709.286,2890.143,3599.429,928.6,3169.4,4098.0,968.355,3254.0,4222.355,417.0,3127.0,3544.0,-0.287,0.236,0.116,-0.027,0.392,0.309,-0.062,0.029,0.015
2011-09-15,3,0,9,0,4,1,2,0.5775,0.553671,0.709167,0.271146,428,3231,3659,701.0,4062.0,4763.0,-0.142,780.286,3112.429,3892.714,1038.2,3644.0,4682.2,942.452,3299.677,4242.129,690.0,3413.0,4713.0,-0.256,0.231,0.123,-0.102,0.305,0.224,-0.389,-0.205,-0.232
2011-09-16,3,0,9,0,5,1,2,0.469167,0.461475,0.590417,0.164183,742,4018,4760,647.0,4138.0,4785.0,-0.188,855.857,3435.286,4291.143,1084.2,3846.2,4930.4,920.161,3353.097,4273.258,690.0,3595.0,4763.0,-0.297,0.234,0.12,-0.244,0.205,0.115,0.147,-0.029,-0.005
2011-09-17,3,0,9,0,6,0,2,0.491667,0.478512,0.718333,0.189675,1434,3077,4511,428.0,3231.0,3659.0,0.048,895.143,3655.571,4550.714,819.8,3773.4,4593.2,908.968,3342.387,4251.355,690.0,3595.0,4763.0,-0.529,-0.033,-0.139,-0.522,-0.116,-0.196,2.35,-0.048,0.233
2011-09-18,3,0,9,0,0,0,1,0.5075,0.490537,0.695,0.178483,1353,2921,4274,742.0,4018.0,4760.0,0.032,941.571,3782.857,4724.429,641.6,3894.4,4536.0,909.645,3342.839,4252.484,701.0,4018.0,4763.0,-0.184,0.202,0.119,-0.212,0.062,0.008,0.823,-0.273,-0.102
2011-09-19,3,0,9,0,1,1,2,0.549167,0.529675,0.69,0.15174200000000002,691,3848,4539,1434.0,3077.0,4511.0,0.082,896.429,3708.857,4605.286,790.4,3705.2,4495.6,934.355,3312.226,4246.581,701.0,4018.0,4760.0,0.535,-0.071,0.062,0.6,-0.17,-0.02,-0.518,0.251,0.006
2011-09-20,3,0,9,0,2,1,2,0.561667,0.532217,0.88125,0.134954,438,3203,3641,1353.0,2921.0,4274.0,0.023,856.429,3638.571,4495.0,920.8,3477.0,4397.8,957.387,3304.323,4261.71,701.0,4018.0,4713.0,0.413,-0.116,0.003,0.58,-0.197,-0.049,-0.676,0.097,-0.148
2011-09-21,3,0,9,0,3,1,2,0.595,0.5505329999999999,0.9,0.0964042,539,3813,4352,691.0,3848.0,4539.0,0.059,856.571,3613.571,4470.143,929.6,3419.0,4348.6,953.968,3320.194,4274.161,701.0,3848.0,4539.0,-0.276,0.159,0.062,-0.193,0.065,0.015,-0.22,-0.009,-0.041
